Module ID	Module	Module Category	GCF_000297055.2_ASM29705v2_genomic Module presence	GCF_000971475.1_ASM97147v1_genomic Module presence	bin_1_Betaproteobacteria Module presence	bin_2_Rhizobiales Module presence
M00572	Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP	Cofactor and vitamin metabolism	Present	Present	Present	Absent
M00573	Biotin biosynthesis, BioI pathway, long-chain-acyl-ACP => pimeloyl-ACP => biotin	Cofactor and vitamin metabolism	Present	Present	Present	Absent
M00574	Pertussis pathogenicity signature 1, pertussis toxin	Pathogenicity	Absent	Absent	Absent	Absent
M00575	Pertussis pathogenicity signature 2, T1SS	Pathogenicity	Absent	Absent	Absent	Absent
M00577	Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin	Cofactor and vitamin metabolism	Present	Present	Present	Absent
M00579	Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate	Carbon fixation	Absent	Absent	Absent	Absent
M00580	Pentose phosphate pathway, archaea, fructose 6P => ribose 5P	Central carbohydrate metabolism	Absent	Absent	Absent	Absent
M00581	Biotin transport system	Metallic cation, iron-siderophore and vitamin B12 transport system	Absent	Absent	Absent	Present
M00582	Energy-coupling factor transport system	Metallic cation, iron-siderophore and vitamin B12 transport system	Absent	Absent	Absent	Present
M00583	Putative peptide transport system	ABC-2 type and other transport systems	Absent	Absent	Absent	Absent
M00584	Acetoin utilization transport system	ABC-2 type and other transport systems	Absent	Absent	Absent	Absent
M00585	L-Cystine transport system	Phosphate and amino acid transport system	Absent	Absent	Absent	Absent
M00586	Putative amino-acid transport system	Phosphate and amino acid transport system	Absent	Absent	Absent	Absent
M00587	Arginine/lysine/histidine/glutamine transport system	Phosphate and amino acid transport system	Absent	Absent	Absent	Absent
M00589	Putative lysine transport system	Phosphate and amino acid transport system	Absent	Absent	Absent	Absent
M00590	Erythritol transport system	Saccharide, polyol, and lipid transport system	Absent	Absent	Absent	Absent
M00591	Putative xylitol transport system	Saccharide, polyol, and lipid transport system	Absent	Absent	Absent	Absent
M00592	Inositol transport system	Saccharide, polyol, and lipid transport system	Absent	Absent	Absent	Absent
M00593	Inositol transport system	Saccharide, polyol, and lipid transport system	Absent	Absent	Absent	Absent
M00595	Thiosulfate oxidation by SOX complex, thiosulfate => sulfate	Sulfur metabolism	Present	Present	Present	Present
M00596	Dissimilatory sulfate reduction, sulfate => H2S	Sulfur metabolism	Present	Present	Present	Absent
M00597	Anoxygenic photosystem II	Photosynthesis	Absent	Absent	Absent	Absent
M00598	Anoxygenic photosystem I	Photosynthesis	Absent	Absent	Absent	Absent
M00599	Inositol-phosphate transport system	Saccharide, polyol, and lipid transport system	Absent	Absent	Absent	Absent
M00600	alpha-1,4-Digalacturonate transport system	Saccharide, polyol, and lipid transport system	Absent	Absent	Absent	Present
M00601	Putative chitobiose transport system	Saccharide, polyol, and lipid transport system	Absent	Absent	Absent	Absent
M00602	Arabinosaccharide transport system	Saccharide, polyol, and lipid transport system	Absent	Absent	Absent	Present
M00603	Putative aldouronate transport system	Saccharide, polyol, and lipid transport system	Absent	Absent	Absent	Absent
M00604	Trehalose transport system	Saccharide, polyol, and lipid transport system	Absent	Absent	Absent	Absent
M00605	Glucose/mannose transport system	Saccharide, polyol, and lipid transport system	Absent	Absent	Absent	Present
M00606	N,N'-Diacetylchitobiose transport system	Saccharide, polyol, and lipid transport system	Absent	Absent	Absent	Present
M00607	Glycerol transport system	Saccharide, polyol, and lipid transport system	Absent	Absent	Absent	Absent
M00608	2-Oxocarboxylic acid chain extension, 2-oxoglutarate => 2-oxoadipate => 2-oxopimelate => 2-oxosuberate	Methane metabolism	Absent	Absent	Absent	Absent
M00609	Cysteine biosynthesis, methionine => cysteine	Cysteine and methionine metabolism	Absent	Absent	Absent	Absent
M00610	PTS system, D-glucosaminate-specific II component	Phosphotransferase system (PTS)	Absent	Absent	Absent	Absent
M00611	Oxygenic photosynthesis in plants and cyanobacteria	Metabolic capacity	Absent	Absent	Absent	Absent
M00612	Anoxygenic photosynthesis in purple bacteria	Metabolic capacity	Absent	Absent	Absent	Absent
M00613	Anoxygenic photosynthesis in green nonsulfur bacteria	Metabolic capacity	Absent	Absent	Absent	Absent
M00614	Anoxygenic photosynthesis in green sulfur bacteria	Metabolic capacity	Absent	Absent	Absent	Absent
M00615	Nitrate assimilation	Metabolic capacity	Absent	Absent	Absent	Absent
M00616	Sulfate-sulfur assimilation	Metabolic capacity	Absent	Absent	Absent	Absent
M00617	Methanogen	Metabolic capacity	Absent	Absent	Absent	Absent
M00618	Acetogen	Metabolic capacity	Absent	Absent	Absent	Absent
M00619	Xylobiose transport system	Saccharide, polyol, and lipid transport system	Absent	Absent	Absent	Absent
M00620	Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate	Carbon fixation	Absent	Absent	Absent	Absent
M00622	Nicotinate degradation, nicotinate => fumarate	Cofactor and vitamin metabolism	Absent	Absent	Absent	Absent
M00623	Phthalate degradation, phthalate => protocatechuate	Aromatics degradation	Absent	Absent	Absent	Absent
M00624	Terephthalate degradation, terephthalate => 3,4-dihydroxybenzoate	Aromatics degradation	Absent	Absent	Absent	Absent
M00625	Methicillin resistance	Drug resistance	Absent	Absent	Absent	Absent
M00627	beta-Lactam resistance, Bla system	Drug resistance	Absent	Absent	Absent	Absent
M00628	beta-Lactam resistance, AmpC system	Drug resistance	Absent	Absent	Absent	Absent
M00630	D-Galacturonate degradation (fungi), D-galacturonate => glycerol	Other carbohydrate metabolism	Absent	Absent	Absent	Absent
M00631	D-Galacturonate degradation (bacteria), D-galacturonate => pyruvate + D-glyceraldehyde 3P	Other carbohydrate metabolism	Absent	Absent	Absent	Present
M00632	Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P	Other carbohydrate metabolism	Absent	Absent	Absent	Absent
M00633	Semi-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate-3P	Central carbohydrate metabolism	Absent	Absent	Absent	Absent
M00634	Oleandomycin transport system	ABC-2 type and other transport systems	Absent	Absent	Absent	Absent
M00635	Tetracycline resistance, TetAB(46) transporter	Drug efflux transporter/pump	Absent	Absent	Absent	Absent
M00636	Phthalate degradation, phthalate => protocatechuate	Aromatics degradation	Absent	Absent	Absent	Absent
M00637	Anthranilate degradation, anthranilate => catechol	Aromatics degradation	Absent	Absent	Absent	Absent
M00638	Salicylate degradation, salicylate => gentisate	Aromatics degradation	Absent	Absent	Absent	Absent
M00639	Multidrug resistance, efflux pump MexCD-OprJ	Drug resistance	Absent	Absent	Absent	Absent
M00641	Multidrug resistance, efflux pump MexEF-OprN	Drug resistance	Absent	Absent	Absent	Absent
M00642	Multidrug resistance, efflux pump MexJK-OprM	Drug resistance	Absent	Absent	Present	Present
M00643	Multidrug resistance, efflux pump MexXY-OprM	Drug resistance	Absent	Absent	Absent	Absent
M00644	Vanadium resistance, efflux pump MexGHI-OpmD	Drug efflux transporter/pump	Absent	Absent	Absent	Absent
M00645	Multidrug resistance, efflux pump SmeABC	Drug efflux transporter/pump	Absent	Absent	Absent	Absent
M00646	Multidrug resistance, efflux pump AcrAD-TolC	Drug efflux transporter/pump	Absent	Absent	Absent	Absent
M00647	Multidrug resistance, efflux pump AcrAB-TolC/SmeDEF	Drug efflux transporter/pump	Absent	Absent	Absent	Absent
M00648	Multidrug resistance, efflux pump MdtABC	Drug efflux transporter/pump	Absent	Absent	Absent	Absent
M00649	Multidrug resistance, efflux pump AdeABC	Drug resistance	Absent	Absent	Absent	Absent
M00651	Vancomycin resistance, D-Ala-D-Lac type	Drug resistance	Absent	Absent	Absent	Absent
M00652	Vancomycin resistance, D-Ala-D-Ser type	Drug resistance	Absent	Absent	Absent	Absent
M00653	AauS-AauR (acidic amino acids utilization) two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Absent
M00654	ParS-ParR (polymyxin-adaptive resistance) two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Absent
M00655	AdeS-AdeR two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Absent
M00656	VanS-VanR (VanB type vancomycin resistance) two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Absent
M00657	VanS-VanR (VanE type vancomycin resistance) two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Absent
M00658	VanS-VanR (actinomycete type vancomycin resistance) two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Absent
M00660	Xanthomonas spp. pathogenicity signature, T3SS and effectors	Plant pathogenicity	Absent	Absent	Absent	Absent
M00661	Paspaline biosynthesis, geranylgeranyl-PP + indoleglycerol phosphate => paspaline	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00662	Hk1-Rrp1 (glycerol uptake and utilization) two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Absent
M00663	SsrA-SsrB two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Absent
M00664	Nodulation	Symbiosis	Absent	Absent	Absent	Absent
M00667	Tetracycline resistance, efflux pump	Drug efflux transporter/pump	Absent	Absent	Absent	Absent
M00668	Tetracycline resistance, TetA transporter	Drug efflux transporter/pump	Absent	Absent	Absent	Absent
M00669	gamma-Hexachlorocyclohexane transport system	Saccharide, polyol, and lipid transport system	Present	Present	Present	Present
M00670	Mce transport system	Saccharide, polyol, and lipid transport system	Present	Present	Present	Present
M00672	Penicillin biosynthesis, aminoadipate + cycteine + valine => penicillin	beta-Lactam biosynthesis	Absent	Absent	Absent	Absent
M00673	Cephamycin C biosynthesis, aminoadipate + cycteine + valine => cephamycin C	beta-Lactam biosynthesis	Absent	Absent	Absent	Absent
M00674	Clavaminate biosynthesis, arginine + glyceraldehyde-3P => clavaminate	beta-Lactam biosynthesis	Absent	Absent	Absent	Absent
M00675	Carbapenem-3-carboxylate biosynthesis, pyrroline-5-carboxylate + malonyl-CoA => carbapenem-3-carboxylate	beta-Lactam biosynthesis	Absent	Absent	Absent	Absent
M00676	PI3K-Akt signaling	Cell signaling	Absent	Absent	Absent	Absent
M00677	Wnt signaling	Cell signaling	Absent	Absent	Absent	Absent
M00678	Hedgehog signaling	Cell signaling	Absent	Absent	Absent	Absent
M00679	BMP signaling	Cell signaling	Absent	Absent	Absent	Absent
M00680	TGF-beta signaling	Cell signaling	Absent	Absent	Absent	Absent
M00681	Activin signaling	Cell signaling	Absent	Absent	Absent	Absent
M00682	Notch signaling	Cell signaling	Absent	Absent	Absent	Absent
M00683	Hippo signaling	Cell signaling	Absent	Absent	Absent	Absent
M00684	JAK-STAT signaling	Cell signaling	Absent	Absent	Absent	Absent
M00685	Apoptotic machinery	Cell signaling	Absent	Absent	Absent	Absent
M00686	Toll-like receptor signaling	Cell signaling	Absent	Absent	Absent	Absent
M00687	MAPK (ERK1/2) signaling	Cell signaling	Absent	Absent	Absent	Absent
M00688	MAPK (JNK) signaling	Cell signaling	Absent	Absent	Absent	Absent
M00689	MAPK (p38) signaling	Cell signaling	Absent	Absent	Absent	Absent
M00690	MAPK (ERK5) signaling	Cell signaling	Absent	Absent	Absent	Absent
M00691	DNA damage-induced cell cycle checkpoints	Cell signaling	Absent	Absent	Absent	Absent
M00692	Cell cycle - G1/S transition	Cell signaling	Absent	Absent	Absent	Absent
M00693	Cell cycle - G2/M transition	Cell signaling	Absent	Absent	Absent	Absent
M00694	cGMP signaling	Cell signaling	Absent	Absent	Absent	Absent
M00695	cAMP signaling	Cell signaling	Absent	Absent	Absent	Absent
M00696	Multidrug resistance, efflux pump AcrEF-TolC	Drug resistance	Absent	Absent	Absent	Absent
M00697	Multidrug resistance, efflux pump MdtEF-TolC	Drug resistance	Absent	Absent	Absent	Absent
M00698	Multidrug resistance, efflux pump BpeEF-OprC	Drug resistance	Absent	Absent	Absent	Absent
M00699	Multidrug resistance, efflux pump AmeABC	Drug efflux transporter/pump	Absent	Absent	Absent	Absent
M00700	Multidrug resistance, efflux pump AbcA	Drug resistance	Absent	Absent	Absent	Absent
M00701	Multidrug resistance, efflux pump EmrAB	Drug efflux transporter/pump	Absent	Absent	Absent	Absent
M00702	Multidrug resistance, efflux pump NorB	Drug resistance	Absent	Absent	Absent	Absent
M00704	Tetracycline resistance, efflux pump Tet38	Drug resistance	Absent	Absent	Absent	Absent
M00705	Multidrug resistance, efflux pump MepA	Drug resistance	Absent	Absent	Absent	Absent
M00706	Multidrug resistance, EfrAB transporter	Drug efflux transporter/pump	Absent	Absent	Absent	Absent
M00707	Multidrug resistance, MdlAB/SmdAB transporter	Drug efflux transporter/pump	Absent	Absent	Absent	Absent
M00708	Multidrug resistance, PatAB transporter	Drug efflux transporter/pump	Absent	Absent	Absent	Absent
M00709	Macrolide resistance, MacAB-TolC transporter	Drug efflux transporter/pump	Absent	Absent	Present	Absent
M00710	Multidrug resistance, efflux pump EbrAB	Drug efflux transporter/pump	Absent	Absent	Absent	Absent
M00711	Multidrug resistance, efflux pump MdtIJ	Drug efflux transporter/pump	Absent	Absent	Absent	Absent
M00712	Multidrug resistance, efflux pump YkkCD	Drug efflux transporter/pump	Absent	Absent	Absent	Absent
M00713	Fluoroquinolone resistance, efflux pump LfrA	Drug efflux transporter/pump	Absent	Absent	Absent	Absent
M00714	Multidrug resistance, efflux pump QacA	Drug resistance	Absent	Absent	Absent	Absent
M00715	Lincosamide resistance, efflux pump LmrB	Drug efflux transporter/pump	Absent	Absent	Absent	Absent
M00716	ArlS-ArlR (virulence regulation) two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Absent
M00717	Multidrug resistance, efflux pump NorA	Drug efflux transporter/pump	Absent	Absent	Absent	Absent
M00718	Multidrug resistance, efflux pump MexAB-OprM	Drug resistance	Absent	Absent	Absent	Absent
M00719	Ihk-Irr (virulence regulation) two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Absent
M00720	Multidrug resistance, efflux pump VexEF-TolC	Drug efflux transporter/pump	Present	Present	Present	Present
M00721	Cationic antimicrobial peptide (CAMP) resistance, arnBCADTEF operon	Drug resistance	Absent	Absent	Absent	Absent
M00722	Cationic antimicrobial peptide (CAMP) resistance, ethanolaminephosphotransferase EptA	Drug resistance	Absent	Absent	Absent	Absent
M00723	Cationic antimicrobial peptide (CAMP) resistance, ethanolaminephosphotransferase EptB	Drug resistance	Absent	Absent	Absent	Absent
M00724	Cationic antimicrobial peptide (CAMP) resistance, palmitoyl transferase PagP	Drug resistance	Absent	Absent	Absent	Absent
M00725	Cationic antimicrobial peptide (CAMP) resistance, dltABCD operon	Drug resistance	Absent	Absent	Absent	Absent
M00726	Cationic antimicrobial peptide (CAMP) resistance, lysyl-phosphatidylglycerol (L-PG) synthase MprF	Drug resistance	Absent	Absent	Absent	Absent
M00727	Cationic antimicrobial peptide (CAMP) resistance, N-acetylmuramoyl-L-alanine amidase AmiA and AmiC	Drug resistance	Absent	Absent	Absent	Absent
M00728	Cationic antimicrobial peptide (CAMP) resistance, envelope protein folding and degrading factors DegP and DsbA	Drug resistance	Absent	Absent	Absent	Absent
M00729	Fluoroquinolone resistance, gyrase-protecting protein Qnr	Drug resistance	Absent	Absent	Absent	Present
M00730	Cationic antimicrobial peptide (CAMP) resistance, VraFG transporter	Drug resistance	Absent	Absent	Absent	Absent
M00731	Bacitracin transport system	ABC-2 type and other transport systems	Absent	Absent	Absent	Absent
M00732	Cationic antimicrobial peptide transport system	ABC-2 type and other transport systems	Absent	Absent	Absent	Absent
M00733	GraS-GraR (cationic antimicrobial peptide transport) two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Absent
M00734	BraS-BraR (bacitracin transport) two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Absent
M00736	Nocardicin A biosynthesis, L-pHPG + arginine + serine => nocardicin A	beta-Lactam biosynthesis	Absent	Absent	Absent	Absent
M00737	Bacitracin resistance, VraDE transporter	Drug efflux transporter/pump	Absent	Absent	Absent	Absent
M00738	Bacitracin resistance, BceAB transporter	Drug efflux transporter/pump	Absent	Absent	Absent	Absent
M00739	Cationic peptide transport system	Peptide and nickel transport system	Absent	Absent	Absent	Absent
M00740	Methylaspartate cycle	Other carbohydrate metabolism	Absent	Absent	Absent	Absent
M00741	Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA	Other carbohydrate metabolism	Absent	Absent	Absent	Present
M00742	Aminoglycoside resistance, protease FtsH	Drug resistance	Present	Present	Present	Present
M00743	Aminoglycoside resistance, protease HtpX	Drug resistance	Present	Present	Absent	Absent
M00744	Cationic antimicrobial peptide (CAMP) resistance, protease PgtE	Drug resistance	Absent	Absent	Absent	Absent
M00745	Imipenem resistance, repression of porin OprD	Drug resistance	Absent	Absent	Absent	Absent
M00746	Multidrug resistance, repression of porin OmpF	Drug resistance	Absent	Absent	Absent	Absent
M00747	Bacitracin transport system	ABC-2 type and other transport systems	Absent	Absent	Absent	Absent
M00754	Nisin resistance, phage shock protein homolog LiaH	Drug resistance	Absent	Absent	Absent	Absent
M00760	Erythromycin resistance, macrolide 2'-phosphotransferase I MphA	Drug resistance	Absent	Absent	Absent	Absent
M00761	Undecaprenylphosphate alpha-L-Ara4N biosynthesis, UDP-GlcA => undecaprenyl phosphate alpha-L-Ara4N	Other carbohydrate metabolism	Absent	Absent	Absent	Absent
M00762	Copper-processing system	ABC-2 type and other transport systems	Absent	Absent	Absent	Absent
M00763	Ornithine biosynthesis, mediated by LysW, glutamate => ornithine	Arginine and proline metabolism	Absent	Absent	Absent	Absent
M00764	PTS system, fructoselysine/glucoselysine-specific II component	Phosphotransferase system (PTS)	Absent	Absent	Absent	Absent
M00765	Multidrug resistance, efflux pump Bmr	Drug efflux transporter/pump	Absent	Absent	Absent	Absent
M00766	Streptomycin resistance, deactivating enzyme StrAB	Drug resistance	Absent	Absent	Absent	Absent
M00767	Multidrug resistance, efflux pump OqxAB	Drug efflux transporter/pump	Absent	Absent	Absent	Absent
M00768	Multidrug resistance, efflux pump GesABC	Drug efflux transporter/pump	Absent	Absent	Absent	Absent
M00769	Multidrug resistance, efflux pump MexPQ-OpmE	Drug resistance	Absent	Absent	Absent	Absent
M00770	PfeS-PfeR (enterobactin-dependent iron acquisition) two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Absent
M00771	FitF-FitH (insecticidal toxin regulation) two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Absent
M00772	HupT-HupR (hydrogenase synthesis regulation) two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Present
M00773	Tylosin biosynthesis, methylmalonyl-CoA + malonyl-CoA => tylactone => tylosin	Macrolide biosynthesis	Absent	Absent	Absent	Absent
M00774	Erythromycin biosynthesis, propanoyl-CoA + methylmalonyl-CoA => deoxyerythronolide B => erythromycin A/B	Macrolide biosynthesis	Absent	Absent	Absent	Absent
M00775	Oleandomycin biosynthesis, malonyl-CoA + methylmalonyl-CoA => 8,8a-deoxyoleandolide => oleandomycin	Macrolide biosynthesis	Absent	Absent	Absent	Absent
M00776	Pikromycin/methymycin/neomethymycin biosynthesis, methylmalonyl-CoA + malonyl-CoA => narbonolide/10-deoxymethynolide => pikromycin/methymycin/neomethymycin	Macrolide biosynthesis	Absent	Absent	Absent	Absent
M00777	Avermectin biosynthesis, 2-methylbutanoyl-CoA/isobutyryl-CoA => 6,8a-Seco-6,8a-deoxy-5-oxoavermectin 1a/1b aglycone => avermectin A1a/B1a/A1b/B1b	Macrolide biosynthesis	Absent	Absent	Absent	Absent
M00778	Type II polyketide backbone biosynthesis, acyl-CoA + malonyl-CoA => polyketide	Type II polyketide biosynthesis	Absent	Absent	Absent	Absent
M00779	Dihydrokalafungin biosynthesis, octaketide => dihydrokalafungin	Type II polyketide biosynthesis	Absent	Absent	Absent	Absent
M00780	Tetracycline/oxytetracycline biosynthesis, pretetramide => tetracycline/oxytetracycline	Type II polyketide biosynthesis	Absent	Absent	Absent	Absent
M00781	Nogalavinone/aklavinone biosynthesis, deoxynogalonate/deoxyaklanonate => nogalavinone/aklavinone	Type II polyketide biosynthesis	Absent	Absent	Absent	Absent
M00782	Mithramycin biosynthesis, 4-demethylpremithramycinone => mithramycin	Type II polyketide biosynthesis	Absent	Absent	Absent	Absent
M00783	Tetracenomycin C/8-demethyltetracenomycin C biosynthesis, tetracenomycin F2 => tetracenomycin C/8-demethyltetracenomycin C	Type II polyketide biosynthesis	Absent	Absent	Absent	Absent
M00784	Elloramycin biosynthesis, 8-demethyltetracenomycin C => elloramycin A	Type II polyketide biosynthesis	Absent	Absent	Absent	Absent
M00785	Cycloserine biosynthesis, arginine/serine => cycloserine	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00786	Fumitremorgin alkaloid biosynthesis, tryptophan + proline => fumitremorgin C/A	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00787	Bacilysin biosynthesis, prephenate => bacilysin	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00788	Terpentecin biosynthesis, GGAP => terpentecin	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00789	Rebeccamycin biosynthesis, tryptophan => rebeccamycin	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00790	Pyrrolnitrin biosynthesis, tryptophan => pyrrolnitrin	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00791	Manganese/zinc transport system	Metallic cation, iron-siderophore and vitamin B12 transport system	Absent	Absent	Absent	Absent
M00792	Manganese/zinc transport system	Metallic cation, iron-siderophore and vitamin B12 transport system	Absent	Absent	Absent	Absent
M00793	dTDP-L-rhamnose biosynthesis	Polyketide sugar unit biosynthesis	Present	Present	Present	Present
M00794	dTDP-6-deoxy-D-allose biosynthesis	Polyketide sugar unit biosynthesis	Absent	Absent	Absent	Absent
M00795	dTDP-beta-L-noviose biosynthesis	Polyketide sugar unit biosynthesis	Absent	Absent	Absent	Absent
M00796	dTDP-D-mycaminose biosynthesis	Polyketide sugar unit biosynthesis	Absent	Absent	Absent	Absent
M00797	dTDP-D-desosamine biosynthesis	Polyketide sugar unit biosynthesis	Absent	Absent	Absent	Absent
M00798	dTDP-L-mycarose biosynthesis	Polyketide sugar unit biosynthesis	Absent	Absent	Absent	Absent
M00799	dTDP-L-oleandrose biosynthesis	Polyketide sugar unit biosynthesis	Absent	Absent	Absent	Absent
M00800	dTDP-L-megosamine biosynthesis	Polyketide sugar unit biosynthesis	Absent	Absent	Absent	Absent
M00801	dTDP-L-olivose biosynthesis	Polyketide sugar unit biosynthesis	Absent	Absent	Absent	Absent
M00802	dTDP-D-forosamine biosynthesis	Polyketide sugar unit biosynthesis	Absent	Absent	Absent	Absent
M00803	dTDP-D-angolosamine biosynthesis	Polyketide sugar unit biosynthesis	Absent	Absent	Absent	Absent
M00804	Complete nitrification, comammox, ammonia => nitrite => nitrate	Nitrogen metabolism	Absent	Absent	Absent	Absent
M00805	Staurosporine biosynthesis, tryptophan => staurosporine	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00806	PTS system, maltose-specific II component	Phosphotransferase system (PTS)	Absent	Absent	Absent	Absent
M00807	PTS system, galactose-specific II component	Phosphotransferase system (PTS)	Absent	Absent	Absent	Absent
M00808	Violacein biosynthesis, tryptophan => violacein	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00809	PTS system, glucose-specific II component	Phosphotransferase system (PTS)	Absent	Absent	Absent	Absent
M00810	Nicotine degradation, pyridine pathway, nicotine => 2,6-dihydroxypyridine/succinate semialdehyde	Cofactor and vitamin metabolism	Absent	Absent	Absent	Absent
M00811	Nicotine degradation, pyrrolidine pathway, nicotine => succinate semialdehyde	Cofactor and vitamin metabolism	Absent	Absent	Absent	Absent
M00812	AgrC2-AgrA2 (virulence regulation) two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Absent
M00813	Lantibiotic transport system	ABC-2 type and other transport systems	Absent	Absent	Absent	Absent
M00814	Acarbose biosynthesis, sedoheptulopyranose-7P => acarbose	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00815	Validamycin A biosynthesis, sedoheptulopyranose-7P => validamycin A	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
M00816	NisK-NisR (lantibiotic biosynthesis) two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Absent
M00817	Lantibiotic transport system	ABC-2 type and other transport systems	Absent	Absent	Absent	Absent
M00818	FusK-FusR (virulence regulation) two-component regulatory system	Two-component regulatory system	Absent	Absent	Absent	Absent
M00819	Pentalenolactone biosynthesis, farnesyl-PP => pentalenolactone	Biosynthesis of other secondary metabolites	Absent	Absent	Absent	Absent
