Module step	Module	KO id	Module Category	GCF_000297055.2_ASM29705v2_genomic Module step presence	GCF_000971475.1_ASM97147v1_genomic Module step presence	bin_1_Betaproteobacteria Module step presence	bin_2_Rhizobiales Module step presence
M00453+02	QseC-QseB (quorum sensing) two-component regulatory system	K07666	Two-component regulatory system	Present	Present	Absent	Absent
M00454+01	KdpD-KdpE (potassium transport) two-component regulatory system	K07646	Two-component regulatory system	Absent	Present	Absent	Present
M00454+02	KdpD-KdpE (potassium transport) two-component regulatory system	K07667	Two-component regulatory system	Absent	Present	Absent	Present
M00455+01	TorS-TorR (TMAO respiration) two-component regulatory system	K07647	Two-component regulatory system	Absent	Absent	Absent	Absent
M00455+02	TorS-TorR (TMAO respiration) two-component regulatory system	K07772	Two-component regulatory system	Absent	Absent	Absent	Absent
M00456+01	ArcB-ArcA (anoxic redox control) two-component regulatory system	K07648	Two-component regulatory system	Absent	Absent	Absent	Absent
M00456+02	ArcB-ArcA (anoxic redox control) two-component regulatory system	K07773	Two-component regulatory system	Absent	Absent	Absent	Absent
M00457+01	TctE-TctD (tricarboxylic acid transport) two-component regulatory system	K07649	Two-component regulatory system	Absent	Absent	Absent	Present
M00457+02	TctE-TctD (tricarboxylic acid transport) two-component regulatory system	K07774	Two-component regulatory system	Absent	Absent	Absent	Present
M00458+01	ResE-ResD (aerobic and anaerobic respiration) two-component regulatory system	K07651	Two-component regulatory system	Absent	Absent	Absent	Absent
M00458+02	ResE-ResD (aerobic and anaerobic respiration) two-component regulatory system	K07775	Two-component regulatory system	Absent	Absent	Absent	Absent
M00459+01	VicK-VicR (cell wall metabolism) two-component regulatory system	K07652	Two-component regulatory system	Absent	Absent	Absent	Absent
M00459+02	VicK-VicR (cell wall metabolism) two-component regulatory system	K07668	Two-component regulatory system	Absent	Absent	Absent	Absent
M00460+01	MprB-MprA (maintenance of persistent infection) two-component regulatory system	K07653	Two-component regulatory system	Absent	Absent	Absent	Absent
M00460+02	MprB-MprA (maintenance of persistent infection) two-component regulatory system	K07669	Two-component regulatory system	Absent	Absent	Absent	Absent
M00461+01	MtrB-MtrA (osmotic stress response) two-component regulatory system	K07654	Two-component regulatory system	Absent	Absent	Absent	Absent
M00461+02	MtrB-MtrA (osmotic stress response) two-component regulatory system	K07670	Two-component regulatory system	Absent	Absent	Absent	Absent
M00462+01	PrrB-PrrA (intracellular multiplication) two-component regulatory system	K07655	Two-component regulatory system	Absent	Absent	Absent	Absent
M00462+02	PrrB-PrrA (intracellular multiplication) two-component regulatory system	K07671	Two-component regulatory system	Absent	Absent	Absent	Absent
M00463+01	TrcS-TrcR two-component regulatory system	K07656	Two-component regulatory system	Absent	Absent	Absent	Absent
M00463+02	TrcS-TrcR two-component regulatory system	K07672	Two-component regulatory system	Absent	Absent	Absent	Absent
M00464+01	NrsS-NrsR (nickel tolerance) two-component regulatory system	K11328	Two-component regulatory system	Absent	Absent	Absent	Absent
M00464+02	NrsS-NrsR (nickel tolerance) two-component regulatory system	K11330	Two-component regulatory system	Absent	Absent	Absent	Absent
M00465+01	ManS-ManR (manganese homeostasis) two-component regulatory system	K11520	Two-component regulatory system	Absent	Absent	Absent	Absent
M00465+02	ManS-ManR (manganese homeostasis) two-component regulatory system	K11521	Two-component regulatory system	Absent	Absent	Absent	Absent
M00466+01	NblS-NblR (photosynthesis) two-component regulatory system	K07769	Two-component regulatory system	Absent	Absent	Absent	Absent
M00466+02	NblS-NblR (photosynthesis) two-component regulatory system	K11332	Two-component regulatory system	Absent	Absent	Absent	Absent
M00467+01	SasA-RpaAB (circadian timing mediating) two-component regulatory system	K08479	Two-component regulatory system	Absent	Absent	Absent	Absent
M00467+02	SasA-RpaAB (circadian timing mediating) two-component regulatory system	K10697	Two-component regulatory system	Absent	Absent	Absent	Absent
M00467+03	SasA-RpaAB (circadian timing mediating) two-component regulatory system	K11329	Two-component regulatory system	Absent	Absent	Absent	Absent
M00468+01	SaeS-SaeR (staphylococcal virulence regulation) two-component regulatory system	K10681	Two-component regulatory system	Absent	Absent	Absent	Absent
M00468+02	SaeS-SaeR (staphylococcal virulence regulation) two-component regulatory system	K10682	Two-component regulatory system	Absent	Absent	Absent	Absent
M00469+01	BceS-BceR (bacitracin transport) two-component regulatory system	K11629	Two-component regulatory system	Absent	Absent	Absent	Absent
M00469+02	BceS-BceR (bacitracin transport) two-component regulatory system	K11630	Two-component regulatory system	Absent	Absent	Absent	Absent
M00470+01	YxdK-YxdJ (antimicrobial peptide response) two-component regulatory system	K11633	Two-component regulatory system	Absent	Absent	Absent	Absent
M00470+02	YxdK-YxdJ (antimicrobial peptide response) two-component regulatory system	K11634	Two-component regulatory system	Absent	Absent	Absent	Absent
M00471+01	NarX-NarL (nitrate respiration) two-component regulatory system	K07673	Two-component regulatory system	Absent	Absent	Present	Absent
M00471+02	NarX-NarL (nitrate respiration) two-component regulatory system	K07684	Two-component regulatory system	Absent	Absent	Present	Absent
M00472+01	NarQ-NarP (nitrate respiration) two-component regulatory system	K07674	Two-component regulatory system	Absent	Absent	Absent	Absent
M00472+02	NarQ-NarP (nitrate respiration) two-component regulatory system	K07685	Two-component regulatory system	Absent	Absent	Absent	Absent
M00473+01	UhpB-UhpA (hexose phosphates uptake) two-component regulatory system	K07675	Two-component regulatory system	Absent	Absent	Absent	Absent
M00473+02	UhpB-UhpA (hexose phosphates uptake) two-component regulatory system	K07686	Two-component regulatory system	Absent	Absent	Absent	Absent
M00474+01	RcsC-RcsD-RcsB (capsule synthesis) two-component regulatory system	K07677	Two-component regulatory system	Absent	Absent	Absent	Absent
M00474+02	RcsC-RcsD-RcsB (capsule synthesis) two-component regulatory system	K07676	Two-component regulatory system	Absent	Absent	Absent	Absent
M00474+03	RcsC-RcsD-RcsB (capsule synthesis) two-component regulatory system	K07687	Two-component regulatory system	Absent	Absent	Absent	Absent
M00475+01	BarA-UvrY (central carbon metabolism) two-component regulatory system	K07678	Two-component regulatory system	Absent	Absent	Absent	Absent
M00475+02	BarA-UvrY (central carbon metabolism) two-component regulatory system	K07689	Two-component regulatory system	Absent	Absent	Absent	Absent
M00476+01	ComP-ComA (competence) two-component regulatory system	K07680	Two-component regulatory system	Absent	Absent	Absent	Absent
M00476+02	ComP-ComA (competence) two-component regulatory system	K07691	Two-component regulatory system	Absent	Absent	Absent	Absent
M00477+01	EvgS-EvgA (acid and drug tolerance) two-component regulatory system	K07679	Two-component regulatory system	Absent	Absent	Absent	Absent
M00477+02	EvgS-EvgA (acid and drug tolerance) two-component regulatory system	K07690	Two-component regulatory system	Absent	Absent	Absent	Absent
M00478+01	DegS-DegU (multicellular behavior control) two-component regulatory system	K07777	Two-component regulatory system	Absent	Absent	Absent	Absent
M00478+02	DegS-DegU (multicellular behavior control) two-component regulatory system	K07692	Two-component regulatory system	Absent	Absent	Absent	Absent
M00479+01	DesK-DesR (membrane lipid fluidity regulation) two-component regulatory system	K07778	Two-component regulatory system	Absent	Absent	Absent	Absent
M00479+02	DesK-DesR (membrane lipid fluidity regulation) two-component regulatory system	K07693	Two-component regulatory system	Absent	Absent	Absent	Absent
M00480+01	VraS-VraR (cell-wall peptidoglycan synthesis) two-component regulatory system	K07681	Two-component regulatory system	Absent	Absent	Absent	Absent
M00480+02	VraS-VraR (cell-wall peptidoglycan synthesis) two-component regulatory system	K07694	Two-component regulatory system	Absent	Absent	Absent	Absent
M00481+01	LiaS-LiaR (cell wall stress response) two-component regulatory system	K11617	Two-component regulatory system	Absent	Absent	Absent	Absent
M00481+02	LiaS-LiaR (cell wall stress response) two-component regulatory system	K11618	Two-component regulatory system	Absent	Absent	Absent	Absent
M00482+01	DevS-DevR (redox response) two-component regulatory system	K07682	Two-component regulatory system	Absent	Absent	Absent	Absent
M00482+02	DevS-DevR (redox response) two-component regulatory system	K07695	Two-component regulatory system	Absent	Absent	Absent	Absent
M00483+01	NreB-NreC (dissimilatory nitrate/nitrite reduction) two-component regulatory system	K07683	Two-component regulatory system	Absent	Absent	Absent	Absent
M00483+02	NreB-NreC (dissimilatory nitrate/nitrite reduction) two-component regulatory system	K07696	Two-component regulatory system	Absent	Absent	Absent	Absent
M00484+01	YdfH-YdfI two-component regulatory system	K11623	Two-component regulatory system	Absent	Absent	Absent	Absent
M00484+02	YdfH-YdfI two-component regulatory system	K11624	Two-component regulatory system	Absent	Absent	Absent	Absent
M00485+01	KinABCDE-Spo0FA (sporulation control) two-component regulatory system	K02491	Two-component regulatory system	Absent	Absent	Absent	Absent
M00485+02	KinABCDE-Spo0FA (sporulation control) two-component regulatory system	K07697	Two-component regulatory system	Absent	Absent	Absent	Absent
M00485+03	KinABCDE-Spo0FA (sporulation control) two-component regulatory system	K07698	Two-component regulatory system	Absent	Absent	Absent	Absent
M00485+04	KinABCDE-Spo0FA (sporulation control) two-component regulatory system	K13532	Two-component regulatory system	Absent	Absent	Absent	Absent
M00485+05	KinABCDE-Spo0FA (sporulation control) two-component regulatory system	K13533	Two-component regulatory system	Absent	Absent	Absent	Absent
M00485+06	KinABCDE-Spo0FA (sporulation control) two-component regulatory system	K02490	Two-component regulatory system	Absent	Absent	Absent	Absent
M00485+07	KinABCDE-Spo0FA (sporulation control) two-component regulatory system	K07699	Two-component regulatory system	Absent	Absent	Absent	Absent
M00486+01	CitA-CitB (citrate fermentation) two-component regulatory system	K07700	Two-component regulatory system	Absent	Absent	Absent	Absent
M00486+02	CitA-CitB (citrate fermentation) two-component regulatory system	K07702	Two-component regulatory system	Absent	Absent	Absent	Absent
M00487+01	CitS-CitT (magnesium-citrate transport) two-component regulatory system	K11637	Two-component regulatory system	Absent	Absent	Absent	Absent
M00487+02	CitS-CitT (magnesium-citrate transport) two-component regulatory system	K11638	Two-component regulatory system	Absent	Absent	Absent	Absent
M00488+01	DcuS-DcuR (C4-dicarboxylate metabolism) two-component regulatory system	K07701	Two-component regulatory system	Absent	Absent	Absent	Absent
M00488+02	DcuS-DcuR (C4-dicarboxylate metabolism) two-component regulatory system	K07703	Two-component regulatory system	Absent	Absent	Absent	Absent
M00489+01	DctS-DctR (C4-dicarboxylate transport) two-component regulatory system	K11691	Two-component regulatory system	Absent	Absent	Absent	Absent
M00489+02	DctS-DctR (C4-dicarboxylate transport) two-component regulatory system	K11692	Two-component regulatory system	Absent	Absent	Absent	Absent
M00490+01	MalK-MalR (malate transport) two-component regulatory system	K11614	Two-component regulatory system	Absent	Absent	Absent	Absent
M00490+02	MalK-MalR (malate transport) two-component regulatory system	K11615	Two-component regulatory system	Absent	Absent	Absent	Absent
M00491+01	arabinogalactan oligomer/maltooligosaccharide transport system	K15770+K15771+K15772+(K10111,K10112)	Saccharide, polyol, and lipid transport system	Absent	Absent	Absent	Present
M00492+01	LytS-LytR two-component regulatory system	K07704	Two-component regulatory system	Absent	Absent	Absent	Absent
M00492+02	LytS-LytR two-component regulatory system	K07705	Two-component regulatory system	Absent	Absent	Absent	Absent
M00493+01	AlgZ-AlgR (alginate production) two-component regulatory system	K08082	Two-component regulatory system	Present	Present	Present	Absent
M00493+02	AlgZ-AlgR (alginate production) two-component regulatory system	K08083	Two-component regulatory system	Present	Present	Present	Absent
M00494+01	NatK-NatR (sodium extrusion) two-component regulatory system	K11640	Two-component regulatory system	Absent	Absent	Absent	Absent
M00494+02	NatK-NatR (sodium extrusion) two-component regulatory system	K11641	Two-component regulatory system	Absent	Absent	Absent	Absent
M00495+01	AgrC-AgrA (exoprotein synthesis) two-component regulatory system	K07706	Two-component regulatory system	Absent	Absent	Absent	Absent
M00495+02	AgrC-AgrA (exoprotein synthesis) two-component regulatory system	K07707	Two-component regulatory system	Absent	Absent	Absent	Absent
M00496+01	ComD-ComE (competence) two-component regulatory system	K12294	Two-component regulatory system	Absent	Absent	Absent	Absent
M00496+02	ComD-ComE (competence) two-component regulatory system	K12295	Two-component regulatory system	Absent	Absent	Absent	Absent
M00497+01	GlnL-GlnG (nitrogen regulation) two-component regulatory system	K07708	Two-component regulatory system	Present	Present	Present	Present
M00497+02	GlnL-GlnG (nitrogen regulation) two-component regulatory system	K07712	Two-component regulatory system	Present	Present	Present	Present
M00498+01	NtrY-NtrX (nitrogen regulation) two-component regulatory system	K13598	Two-component regulatory system	Absent	Absent	Absent	Present
M00498+02	NtrY-NtrX (nitrogen regulation) two-component regulatory system	K13599	Two-component regulatory system	Absent	Absent	Absent	Present
M00499+01	HydH-HydG (metal tolerance) two-component regulatory system	K07709	Two-component regulatory system	Absent	Absent	Absent	Absent
M00499+02	HydH-HydG (metal tolerance) two-component regulatory system	K07713	Two-component regulatory system	Absent	Absent	Absent	Absent
M00500+01	AtoS-AtoC (cPHB biosynthesis) two-component regulatory system	K07710	Two-component regulatory system	Absent	Absent	Absent	Absent
M00500+02	AtoS-AtoC (cPHB biosynthesis) two-component regulatory system	K07714	Two-component regulatory system	Absent	Absent	Absent	Absent
M00501+01	PilS-PilR (type 4 fimbriae synthesis) two-component regulatory system	K02668	Two-component regulatory system	Present	Present	Absent	Absent
M00501+02	PilS-PilR (type 4 fimbriae synthesis) two-component regulatory system	K02667	Two-component regulatory system	Present	Present	Absent	Absent
M00502+01	GlrK-GlrR (amino sugar metabolism) two-component regulatory system	K07711	Two-component regulatory system	Absent	Absent	Absent	Absent
M00502+02	GlrK-GlrR (amino sugar metabolism) two-component regulatory system	K07715	Two-component regulatory system	Absent	Absent	Absent	Absent
M00503+01	PgtB-PgtA (phosphoglycerate transport) two-component regulatory system	K08475	Two-component regulatory system	Absent	Absent	Absent	Absent
M00503+02	PgtB-PgtA (phosphoglycerate transport) two-component regulatory system	K08476	Two-component regulatory system	Absent	Absent	Absent	Absent
M00504+01	DctB-DctD (C4-dicarboxylate transport) two-component regulatory system	K10125	Two-component regulatory system	Absent	Absent	Absent	Absent
M00504+02	DctB-DctD (C4-dicarboxylate transport) two-component regulatory system	K10126	Two-component regulatory system	Absent	Absent	Absent	Absent
M00505+01	KinB-AlgB (alginate production) two-component regulatory system	K11383	Two-component regulatory system	Absent	Absent	Absent	Absent
M00505+02	KinB-AlgB (alginate production) two-component regulatory system	K11384	Two-component regulatory system	Absent	Absent	Absent	Absent
M00506+01	CheA-CheYBV (chemotaxis) two-component regulatory system	K03407	Two-component regulatory system	Present	Present	Present	Present
M00506+02	CheA-CheYBV (chemotaxis) two-component regulatory system	K03413	Two-component regulatory system	Present	Present	Present	Present
M00506+03	CheA-CheYBV (chemotaxis) two-component regulatory system	K03412	Two-component regulatory system	Present	Present	Present	Present
M00506+04	CheA-CheYBV (chemotaxis) two-component regulatory system	K13924	Two-component regulatory system	Present	Present	Present	Present
M00506+05	CheA-CheYBV (chemotaxis) two-component regulatory system	K03415	Two-component regulatory system	Present	Present	Present	Present
M00507+01	ChpA-ChpB/PilGH (chemosensory) two-component regulatory system	K06596	Two-component regulatory system	Present	Present	Present	Absent
M00507+02	ChpA-ChpB/PilGH (chemosensory) two-component regulatory system	K02487	Two-component regulatory system	Present	Present	Present	Absent
M00507+03	ChpA-ChpB/PilGH (chemosensory) two-component regulatory system	K02657	Two-component regulatory system	Present	Present	Present	Absent
M00507+04	ChpA-ChpB/PilGH (chemosensory) two-component regulatory system	K02658	Two-component regulatory system	Present	Present	Present	Absent
M00507+05	ChpA-ChpB/PilGH (chemosensory) two-component regulatory system	K06597	Two-component regulatory system	Present	Present	Present	Absent
M00508+01	PixL-PixGH (positive phototaxis) two-component regulatory system	K11526	Two-component regulatory system	Absent	Absent	Absent	Absent
M00508+02	PixL-PixGH (positive phototaxis) two-component regulatory system	K11522	Two-component regulatory system	Absent	Absent	Absent	Absent
M00508+03	PixL-PixGH (positive phototaxis) two-component regulatory system	K11523	Two-component regulatory system	Absent	Absent	Absent	Absent
M00509+01	WspE-WspRF (chemosensory) two-component regulatory system	K13490	Two-component regulatory system	Absent	Absent	Absent	Absent
M00509+02	WspE-WspRF (chemosensory) two-component regulatory system	K11444	Two-component regulatory system	Absent	Absent	Absent	Absent
M00509+03	WspE-WspRF (chemosensory) two-component regulatory system	K13491	Two-component regulatory system	Absent	Absent	Absent	Absent
M00510+01	Cph1-Rcp1 (light response) two-component regulatory system	K11354	Two-component regulatory system	Absent	Absent	Absent	Absent
M00510+02	Cph1-Rcp1 (light response) two-component regulatory system	K11355	Two-component regulatory system	Absent	Absent	Absent	Absent
M00511+01	PleC-PleD (cell fate control) two-component regulatory system	K07716	Two-component regulatory system	Absent	Absent	Absent	Present
M00511+02	PleC-PleD (cell fate control) two-component regulatory system	K11357	Two-component regulatory system	Absent	Absent	Absent	Present
M00511+03	PleC-PleD (cell fate control) two-component regulatory system	K02488	Two-component regulatory system	Absent	Absent	Absent	Present
M00511+04	PleC-PleD (cell fate control) two-component regulatory system	K11443	Two-component regulatory system	Absent	Absent	Absent	Present
M00511+05	PleC-PleD (cell fate control) two-component regulatory system	-K13591	Two-component regulatory system	Absent	Absent	Absent	Present
M00512+01	CckA-CtrA/CpdR (cell cycle control) two-component regulatory system	K13587	Two-component regulatory system	Absent	Absent	Absent	Present
M00512+02	CckA-CtrA/CpdR (cell cycle control) two-component regulatory system	K13584	Two-component regulatory system	Absent	Absent	Absent	Present
M00512+03	CckA-CtrA/CpdR (cell cycle control) two-component regulatory system	K13589	Two-component regulatory system	Absent	Absent	Absent	Present
M00513+01	LuxQN/CqsS-LuxU-LuxO (quorum sensing) two-component regulatory system	K10909	Two-component regulatory system	Absent	Absent	Absent	Absent
M00513+02	LuxQN/CqsS-LuxU-LuxO (quorum sensing) two-component regulatory system	K10916	Two-component regulatory system	Absent	Absent	Absent	Absent
M00513+03	LuxQN/CqsS-LuxU-LuxO (quorum sensing) two-component regulatory system	K10911	Two-component regulatory system	Absent	Absent	Absent	Absent
M00513+04	LuxQN/CqsS-LuxU-LuxO (quorum sensing) two-component regulatory system	K10912	Two-component regulatory system	Absent	Absent	Absent	Absent
M00514+01	TtrS-TtrR (tetrathionate respiration) two-component regulatory system	K13040	Two-component regulatory system	Absent	Absent	Absent	Absent
M00514+02	TtrS-TtrR (tetrathionate respiration) two-component regulatory system	K13041	Two-component regulatory system	Absent	Absent	Absent	Absent
M00515+01	FlrB-FlrC (polar flagellar synthesis) two-component regulatory system	K10942	Two-component regulatory system	Present	Present	Present	Absent
M00515+02	FlrB-FlrC (polar flagellar synthesis) two-component regulatory system	K10943	Two-component regulatory system	Present	Present	Present	Absent
M00516+01	SLN1-YPD1-SSK1/SKN7 (osmosensing) two-component regulatory system	K11231,K19690,K19691,K19692	Two-component regulatory system	Absent	Absent	Absent	Absent
M00516+02	SLN1-YPD1-SSK1/SKN7 (osmosensing) two-component regulatory system	K11232	Two-component regulatory system	Absent	Absent	Absent	Absent
M00516+03	SLN1-YPD1-SSK1/SKN7 (osmosensing) two-component regulatory system	K11233,K15859	Two-component regulatory system	Absent	Absent	Absent	Absent
M00517+01	RpfC-RpfG (cell-to-cell signaling) two-component regulatory system	K10715	Two-component regulatory system	Absent	Absent	Absent	Absent
M00517+02	RpfC-RpfG (cell-to-cell signaling) two-component regulatory system	K13815	Two-component regulatory system	Absent	Absent	Absent	Absent
M00518+01	GlnK-GlnL (glutamine utilization) two-component regulatory system	K07717	Two-component regulatory system	Absent	Absent	Absent	Absent
M00518+02	GlnK-GlnL (glutamine utilization) two-component regulatory system	K07719	Two-component regulatory system	Absent	Absent	Absent	Absent
M00519+01	YesM-YesN two-component regulatory system	K07718	Two-component regulatory system	Absent	Absent	Absent	Absent
M00519+02	YesM-YesN two-component regulatory system	K07720	Two-component regulatory system	Absent	Absent	Absent	Absent
M00520+01	ChvG-ChvI (acidity sensing) two-component regulatory system	K14980	Two-component regulatory system	Absent	Absent	Absent	Present
M00520+02	ChvG-ChvI (acidity sensing) two-component regulatory system	K14981	Two-component regulatory system	Absent	Absent	Absent	Present
M00521+01	CiaH-CiaR two-component regulatory system	K14982	Two-component regulatory system	Absent	Absent	Absent	Absent
M00521+02	CiaH-CiaR two-component regulatory system	K14983	Two-component regulatory system	Absent	Absent	Absent	Absent
M00522+01	SalK-SalR two-component regulatory system	K14988	Two-component regulatory system	Absent	Absent	Absent	Absent
M00522+02	SalK-SalR two-component regulatory system	K14989	Two-component regulatory system	Absent	Absent	Absent	Absent
M00523+01	RegB-RegA (redox response) two-component regulatory system	K15011	Two-component regulatory system	Absent	Absent	Absent	Present
M00523+02	RegB-RegA (redox response) two-component regulatory system	K15012	Two-component regulatory system	Absent	Absent	Absent	Present
M00524+01	FixL-FixJ (nitrogen fixation) two-component regulatory system	K14986	Two-component regulatory system	Absent	Absent	Absent	Absent
M00524+02	FixL-FixJ (nitrogen fixation) two-component regulatory system	K14987	Two-component regulatory system	Absent	Absent	Absent	Absent
M00525+01	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine	K00928	Lysine metabolism	Absent	Absent	Absent	Absent
M00525+02	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine	K00133	Lysine metabolism	Absent	Absent	Absent	Absent
M00525+03	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine	K01714	Lysine metabolism	Absent	Absent	Absent	Absent
M00525+04	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine	K00215	Lysine metabolism	Absent	Absent	Absent	Absent
M00525+05	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine	K05822	Lysine metabolism	Absent	Absent	Absent	Absent
M00525+06	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine	K00841	Lysine metabolism	Absent	Absent	Absent	Absent
M00525+07	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine	K05823	Lysine metabolism	Absent	Absent	Absent	Absent
M00525+08	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine	K01778	Lysine metabolism	Absent	Absent	Absent	Absent
M00525+09	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine	K01586	Lysine metabolism	Absent	Absent	Absent	Absent
M00526+01	Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine	(K00928,K12524,K12525,K12526)	Lysine metabolism	Present	Present	Present	Present
M00526+02	Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine	K00133	Lysine metabolism	Present	Present	Present	Present
M00526+03	Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine	K01714	Lysine metabolism	Present	Present	Present	Present
M00526+04	Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine	K00215	Lysine metabolism	Present	Present	Present	Present
M00526+05	Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine	K03340	Lysine metabolism	Present	Present	Present	Present
M00526+06	Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine	(K01586,K12526)	Lysine metabolism	Present	Present	Present	Present
M00527+01	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine	(K00928,K12524,K12525,K12526)	Lysine metabolism	Present	Present	Present	Present
M00527+02	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine	K00133	Lysine metabolism	Present	Present	Present	Present
M00527+03	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine	K01714	Lysine metabolism	Present	Present	Present	Present
M00527+04	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine	K00215	Lysine metabolism	Present	Present	Present	Present
M00527+05	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine	K10206	Lysine metabolism	Present	Present	Present	Present
M00527+06	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine	K01778	Lysine metabolism	Present	Present	Present	Present
M00527+07	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine	(K01586,K12526)	Lysine metabolism	Present	Present	Present	Present
M00528+01	Nitrification, ammonia => nitrite	K10944+K10945+K10946	Nitrogen metabolism	Absent	Absent	Absent	Absent
M00528+02	Nitrification, ammonia => nitrite	K10535	Nitrogen metabolism	Absent	Absent	Absent	Absent
M00529+01	Denitrification, nitrate => nitrogen	(K00370+K00371+K00374,K02567+K02568)	Nitrogen metabolism	Present	Present	Absent	Present
M00529+02	Denitrification, nitrate => nitrogen	(K00368,K15864)	Nitrogen metabolism	Present	Present	Absent	Present
M00529+03	Denitrification, nitrate => nitrogen	(K04561+K02305,K15877)	Nitrogen metabolism	Present	Present	Absent	Present
M00529+04	Denitrification, nitrate => nitrogen	K00376	Nitrogen metabolism	Present	Present	Absent	Present
M00530+01	Dissimilatory nitrate reduction, nitrate => ammonia	(K00370+K00371+K00374,K02567+K02568)	Nitrogen metabolism	Present	Present	Present	Present
M00530+02	Dissimilatory nitrate reduction, nitrate => ammonia	(K00362+K00363,K03385+K15876)	Nitrogen metabolism	Present	Present	Present	Present
M00531+01	Assimilatory nitrate reduction, nitrate => ammonia	(K00367,K10534,K00372-K00360)	Nitrogen metabolism	Absent	Absent	Absent	Absent
M00531+02	Assimilatory nitrate reduction, nitrate => ammonia	(K00366,K17877)	Nitrogen metabolism	Absent	Absent	Absent	Absent
M00532+01	Photorespiration	(K01601-K01602)	Other carbohydrate metabolism	Absent	Absent	Absent	Absent
M00532+02	Photorespiration	K19269	Other carbohydrate metabolism	Absent	Absent	Absent	Absent
M00532+03	Photorespiration	K11517	Other carbohydrate metabolism	Absent	Absent	Absent	Absent
M00532+04	Photorespiration	K03781	Other carbohydrate metabolism	Absent	Absent	Absent	Absent
M00532+05	Photorespiration	K14272	Other carbohydrate metabolism	Absent	Absent	Absent	Absent
M00532+06	Photorespiration	K00600	Other carbohydrate metabolism	Absent	Absent	Absent	Absent
M00532+07	Photorespiration	K00830	Other carbohydrate metabolism	Absent	Absent	Absent	Absent
M00532+08	Photorespiration	(K15893,K15919)	Other carbohydrate metabolism	Absent	Absent	Absent	Absent
M00532+09	Photorespiration	K15918	Other carbohydrate metabolism	Absent	Absent	Absent	Absent
M00532+10	Photorespiration	K00281+K00605+K00382+K02437	Other carbohydrate metabolism	Absent	Absent	Absent	Absent
M00533+01	Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate	K00455	Aromatic amino acid metabolism	Absent	Absent	Absent	Absent
M00533+02	Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate	(K00151,K10219)	Aromatic amino acid metabolism	Absent	Absent	Absent	Absent
M00533+03	Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate	K01826	Aromatic amino acid metabolism	Absent	Absent	Absent	Absent
M00533+04	Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate	K05921	Aromatic amino acid metabolism	Absent	Absent	Absent	Absent
M00534+01	Naphthalene degradation, naphthalene => salicylate	K14579+K14580+K14578+K14581	Aromatics degradation	Absent	Absent	Absent	Absent
M00534+02	Naphthalene degradation, naphthalene => salicylate	K14582	Aromatics degradation	Absent	Absent	Absent	Absent
M00534+03	Naphthalene degradation, naphthalene => salicylate	K14583	Aromatics degradation	Absent	Absent	Absent	Absent
M00534+04	Naphthalene degradation, naphthalene => salicylate	K14584	Aromatics degradation	Absent	Absent	Absent	Absent
M00534+05	Naphthalene degradation, naphthalene => salicylate	K14585	Aromatics degradation	Absent	Absent	Absent	Absent
M00534+06	Naphthalene degradation, naphthalene => salicylate	K00152	Aromatics degradation	Absent	Absent	Absent	Absent
M00535+01	Isoleucine biosynthesis, pyruvate => 2-oxobutanoate	K09011	Branched-chain amino acid metabolism	Absent	Absent	Absent	Absent
M00535+02	Isoleucine biosynthesis, pyruvate => 2-oxobutanoate	K01703+K01704	Branched-chain amino acid metabolism	Absent	Absent	Absent	Absent
M00535+03	Isoleucine biosynthesis, pyruvate => 2-oxobutanoate	K00052	Branched-chain amino acid metabolism	Absent	Absent	Absent	Absent
M00537+01	Xylene degradation, xylene => methylbenzoate	K15757+K15758	Aromatics degradation	Absent	Absent	Absent	Absent
